text,category,intent,customer_tier,source_channel,sla_hours_remaining,ticket_age_hours,repeat_contact_count,urgency_keyword_score,exclamation_count,all_caps_ratio,customer_sentiment,business_impact,priority
could you help me signing up to the corporate newsletter?,Subscription & Account Management,newsletter_subscription,Free,email,-6.6,78.6,0,0,0,0.0,Neutral,Minor,Medium
"I have got to talk to someone, can you help me?",General Inquiries,contact_human_agent,Enterprise,email,-2.8,10.8,1,0,0,0.0,Frustrated,Moderate,High
I want a account,Account & Authentication,create_account,Basic,zendesk,-60.7,108.7,1,0,0,0.0,Neutral,Minor,Medium
can you help me restoring myPIN code?,Account & Authentication,recover_password,Basic,zendesk,-5.4,53.4,0,0,0,0.0,Frustrated,Moderate,High
where to buy an item,Orders & Shipping,place_order,Enterprise,email,-7.7,15.7,1,0,0,0.0,Frustrated,Moderate,High
help to check in which cases can i erquest my money back,Returns & Refunds,check_refund_policy,Basic,website,-7.6,55.6,1,0,0,0.0,Frustrated,Moderate,Medium
i try to check the cancellation fee,Returns & Refunds,check_cancellation_fee,Free,website,-6.6,78.6,0,0,0,0.0,Neutral,Moderate,Medium
wanna see ur accepted payment options can ya help me,Billing & Payments,check_payment_methods,Pro,salesforce,12.6,11.4,2,0,0,0.0,Neutral,Minor,Low
i have got to see at what time customer support available is,General Inquiries,contact_customer_service,Free,zendesk,-18.1,90.1,0,0,0,0.0,Neutral,Minor,Low
could you help me to solve payment errors?,Billing & Payments,payment_issue,Free,email,8.5,63.5,0,0,0,0.0,Frustrated,Moderate,High
i want assistance removing my account,Account & Authentication,delete_account,Basic,website,27.2,20.8,0,0,0,0.0,Frustrated,Moderate,High
assistance to talk to customer support,General Inquiries,contact_customer_service,Enterprise,salesforce,8.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
I call to send my feedback about your services,Customer Feedback,review,Basic,salesforce,45.5,2.5,0,0,0,0.0,Neutral,Minor,Medium
where can I list your accepted payment optiions?,Billing & Payments,check_payment_methods,Free,salesforce,2.9,69.1,0,0,0,0.0,Neutral,Minor,Low
want help to add an article to purchase,Orders & Shipping,change_order,Pro,email,-0.1,24.1,0,0,0,0.0,Neutral,Minor,Medium
modify pro account,Account & Authentication,edit_account,Pro,website,22.8,1.2,0,0,0,0.0,Neutral,Moderate,Medium
wanna know about unsubscribimg from ur newsletter,Subscription & Account Management,newsletter_subscription,Pro,website,23.2,0.8,2,0,0,0.0,Neutral,Minor,Medium
is it possible to cancel the subscription to the newsletter?,Subscription & Account Management,newsletter_subscription,Pro,freshdesk,-2.1,26.1,0,0,0,0.0,Neutral,Minor,Low
i have got to change the details on my user i need help,Account & Authentication,edit_account,Enterprise,freshdesk,-3.7,11.7,1,0,0,0.0,Neutral,Minor,Medium
I have got to make a customer claim against your business,Complaints & Escalations,complaint,Free,email,65.3,6.7,0,0,0,0.0,Angry,Severe,High
what do i have to do to remove my account,Account & Authentication,delete_account,Pro,zendesk,6.9,17.1,0,0,0,0.0,Frustrated,Moderate,High
need help to cancel a standard account,Account & Authentication,delete_account,Enterprise,salesforce,7.1,0.9,0,0,0,0.0,Neutral,Minor,Medium
"I need to receive your company newsletter, how to do it?",Subscription & Account Management,newsletter_subscription,Basic,email,35.8,12.2,0,0,0,0.0,Neutral,Minor,Low
"I want to leave my feedback about a product, help me",Customer Feedback,review,Basic,zendesk,-28.2,76.2,0,0,0,0.0,Neutral,Minor,Low
where to check your available payment options?,Billing & Payments,check_payment_methods,Free,salesforce,-16.3,88.3,1,0,0,0.0,Neutral,Minor,Low
lodging consumer claim against your company,Complaints & Escalations,complaint,Free,zendesk,13.6,58.4,1,0,0,0.0,Frustrated,Moderate,High
help to enter a different shipping address,Orders & Shipping,set_up_shipping_address,Free,website,51.0,21.0,0,0,0,0.0,Neutral,Minor,Medium
can ya help me to see ur allowed payment methods,Billing & Payments,check_payment_methods,Free,website,51.0,21.0,0,0,0,0.0,Neutral,Minor,Low
need help to check in which case can i ask to be refunded,Returns & Refunds,check_refund_policy,Pro,salesforce,15.5,8.5,1,0,0,0.0,Neutral,Minor,Medium
help me check how long it takes for my package to arrive,Orders & Shipping,delivery_period,Basic,zendesk,5.1,42.9,1,0,0,0.0,Neutral,Minor,Low
"I have to list the payment options, I need assistance",Billing & Payments,check_payment_methods,Free,email,65.0,7.0,1,0,0,0.0,Neutral,Minor,Low
I have got to contact customer assistance,General Inquiries,contact_customer_service,Free,freshdesk,28.1,43.9,0,0,0,0.0,Neutral,Minor,Medium
"I need to cancel my subscription to your newsletter, help me",Subscription & Account Management,newsletter_subscription,Free,email,-15.3,87.3,1,1,0,0.0,Neutral,Minor,Low
opening new standard account for daughter,Account & Authentication,create_account,Pro,website,-15.1,39.1,0,0,0,0.0,Neutral,Minor,Low
is it possible to give a quick look at the bill #12588?,Billing & Payments,check_invoice,Basic,freshdesk,32.7,15.3,0,0,0,0.0,Neutral,Minor,Low
I do not know how to recover the PIN code of my user account,Account & Authentication,recover_password,Basic,website,-4.9,52.9,0,0,0,0.07142857142857142,Frustrated,Moderate,High
help to check at what time I can call customer support,General Inquiries,contact_customer_service,Free,website,-5.1,77.1,0,0,0,0.0,Neutral,Minor,Low
wanna locate my invoice from how do i do it,Billing & Payments,check_invoice,Pro,website,-11.6,35.6,1,0,0,0.0,Neutral,Minor,Medium
"I need to speak with customer support, help me",General Inquiries,contact_customer_service,Free,email,0.1,71.9,0,0,0,0.0,Neutral,Minor,Low
can you help me submit feedback for a product?,Customer Feedback,review,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
need assistance seeing the payment methods,Billing & Payments,check_payment_methods,Free,zendesk,-31.9,103.9,0,0,0,0.0,Frustrated,Moderate,Medium
can I swap an item of order ?,Orders & Shipping,change_order,Free,email,-22.6,94.6,1,0,0,0.0,Frustrated,Moderate,Medium
I want assistance notifying of issues with payment,Billing & Payments,payment_issue,Free,freshdesk,-37.3,109.3,0,0,0,0.0,Frustrated,Moderate,High
want assistance sending some feedback about a product,Customer Feedback,review,Enterprise,freshdesk,6.8,1.2,0,0,0,0.0,Neutral,Minor,Low
can I talk with a bloody agent?,General Inquiries,contact_human_agent,Free,zendesk,-1.2,73.2,0,0,0,0.0,Frustrated,Moderate,High
want assistance writing a comment about a service,Customer Feedback,review,Enterprise,website,4.5,3.5,0,0,0,0.0,Neutral,Minor,Low
i made a mistake i wanna change purchase,Orders & Shipping,change_order,Basic,website,-3.4,51.4,0,0,0,0.0,Frustrated,Moderate,High
can uhelp me swappping a product of purchase,Orders & Shipping,change_order,Basic,zendesk,-1.8,49.8,0,0,0,0.0,Neutral,Minor,Medium
want help to report an error with payments,Billing & Payments,payment_issue,Free,website,49.3,22.7,0,0,0,0.0,Frustrated,Moderate,High
"I want to see when my shipment is going to arrive, help me",Orders & Shipping,delivery_period,Pro,freshdesk,-11.7,35.7,1,0,0,0.0,Frustrated,Moderate,High
want help deleting something from order,Orders & Shipping,change_order,Basic,freshdesk,24.4,23.6,0,0,0,0.0,Neutral,Minor,Medium
i cannot check the refund current status,Returns & Refunds,track_refund,Pro,freshdesk,18.2,5.8,0,0,0,0.0,Frustrated,Moderate,Medium
could you help me notify of payment problems?,Billing & Payments,payment_issue,Free,email,17.6,54.4,0,0,0,0.0,Frustrated,Moderate,High
do ya have an e-mail to submit some feedback for a product,Customer Feedback,review,Pro,zendesk,17.4,6.6,0,0,0,0.0,Neutral,Minor,Low
show me in which situations can I ask to be reimbursed,Returns & Refunds,check_refund_policy,Free,website,49.1,22.9,0,0,0,0.0,Neutral,Minor,Medium
I cannot talk to an operator,General Inquiries,contact_human_agent,Free,email,-10.7,82.7,0,0,0,0.0,Frustrated,Severe,High
need help to receive your company newsletter,Subscription & Account Management,newsletter_subscription,Basic,zendesk,-28.8,76.8,0,0,0,0.0,Neutral,Minor,Medium
i dont know how i can purchase a product,Orders & Shipping,place_order,Pro,email,-6.0,30.0,0,0,0,0.0,Neutral,Minor,Medium
"I do not need the account, can I close it?",Account & Authentication,delete_account,Basic,website,-18.5,66.5,0,0,0,0.0,Neutral,Minor,Medium
where tofile a consumer claim against ur company,Complaints & Escalations,complaint,Free,website,24.8,47.2,0,0,0,0.0,Frustrated,Moderate,Medium
i dont know what i have to do to get my bill #85632,Billing & Payments,get_invoice,Free,zendesk,35.8,36.2,0,0,0,0.0,Frustrated,Moderate,High
need assistance to notify of errors with a registration,Account & Authentication,registration_problems,Free,zendesk,-31.8,103.8,0,0,0,0.0,Frustrated,Moderate,High
want help seeing how long refunds take,Returns & Refunds,check_refund_policy,Basic,email,43.0,5.0,2,0,0,0.0,Neutral,Minor,Medium
assistance seeing in what cases can I ask to be reimbursed,Returns & Refunds,check_refund_policy,Free,email,65.2,6.8,0,0,0,0.0,Neutral,Minor,Medium
need to update my user information how can i do it,Account & Authentication,edit_account,Enterprise,salesforce,0.6,7.4,2,0,0,0.0,Neutral,Minor,Low
help to file a consumer complaint against your organization,Complaints & Escalations,complaint,Basic,freshdesk,-10.1,58.1,0,0,0,0.0,Frustrated,Moderate,High
see in which situations can i request to be reimbursed,Returns & Refunds,check_refund_policy,Basic,email,29.4,18.6,0,0,0,0.0,Neutral,Minor,Low
tell me about canceling the subscription to the newsletter,Subscription & Account Management,newsletter_subscription,Free,email,34.3,37.7,0,0,0,0.0,Neutral,Minor,Low
I need to swap a product of order,Orders & Shipping,change_order,Free,freshdesk,15.4,56.6,0,0,0,0.0,Neutral,Minor,Medium
I don't know how I can speak with a goddamn person,General Inquiries,contact_human_agent,Free,website,67.9,4.1,0,0,0,0.0,Frustrated,Moderate,High
could uhelp me to contact an assistant,General Inquiries,contact_human_agent,Free,salesforce,-16.8,88.8,0,0,0,0.0,Neutral,Minor,Medium
I don't know how I can file a claim against your business,Complaints & Escalations,complaint,Basic,email,-24.1,72.1,1,0,0,0.0,Frustrated,Moderate,High
speak to an assistant,General Inquiries,contact_human_agent,Pro,zendesk,22.2,1.8,0,0,0,0.0,Neutral,Minor,Low
where to sign up to your newsletter?,Subscription & Account Management,newsletter_subscription,Free,email,26.4,45.6,0,0,0,0.0,Neutral,Minor,Low
ya have a free of charge number to reach customer service,General Inquiries,contact_customer_service,Free,zendesk,-2.1,74.1,0,0,0,0.0,Neutral,Minor,Medium
"I never use my goddamn account, assistance removing it",Account & Authentication,delete_account,Free,website,-9.0,81.0,0,0,0,0.0,Angry,Moderate,High
i need help to contact an agent,General Inquiries,contact_human_agent,Free,email,34.6,37.4,0,0,0,0.0,Neutral,Minor,Medium
"I want to add something to purchase , help me",Orders & Shipping,change_order,Basic,website,-6.2,54.2,0,0,0,0.0,Neutral,Minor,Medium
how can i shop a few of ur article,Orders & Shipping,place_order,Free,salesforce,72.0,0.0,1,0,0,0.0,Neutral,Minor,Low
I need help checking the early exit charge,Returns & Refunds,check_cancellation_fee,Free,website,-4.0,76.0,1,0,0,0.0,Frustrated,Moderate,High
"I need to earn several bloody items, how could I do it?",Orders & Shipping,place_order,Free,freshdesk,66.8,5.2,0,0,0,0.0,Frustrated,Moderate,Medium
assistance making a custolmer claim,Complaints & Escalations,complaint,Free,freshdesk,-26.1,98.1,0,0,0,0.0,Frustrated,Moderate,High
I am calling to submit feedback for an service,Customer Feedback,review,Free,website,15.5,56.5,0,0,0,0.0,Neutral,Minor,Low
I would like information about a account removal,Account & Authentication,delete_account,Enterprise,freshdesk,7.7,0.3,1,0,0,0.0,Frustrated,Moderate,Medium
help me shop some of your item,Orders & Shipping,place_order,Pro,email,11.5,12.5,1,0,0,0.0,Neutral,Minor,Low
I don't know what I have to do to cancel the account,Account & Authentication,delete_account,Enterprise,website,-1.6,9.6,0,0,0,0.0,Frustrated,Moderate,High
I don't know how I could list your payment modalities,Billing & Payments,check_payment_methods,Basic,website,-7.2,55.2,0,0,0,0.0,Frustrated,Minor,Medium
"I need to see your available payment methods, how to do it?",Billing & Payments,check_payment_methods,Free,website,18.6,53.4,0,0,0,0.0,Neutral,Minor,Low
I do not know how to cancel the fucking standard account,Account & Authentication,delete_account,Free,website,33.0,39.0,0,0,0,0.0,Frustrated,Moderate,High
need help to notify of an issue with payments,Billing & Payments,payment_issue,Basic,zendesk,-17.2,65.2,0,0,0,0.0,Frustrated,Moderate,High
i call to write a comment for ur products,Customer Feedback,review,Free,email,-29.9,101.9,0,0,0,0.0,Neutral,None,Low
need help lodging a reclamation against ur business,Complaints & Escalations,complaint,Free,freshdesk,36.5,35.5,0,0,0,0.0,Frustrated,Moderate,High
I don't know how I could track the compensation,Returns & Refunds,track_refund,Free,freshdesk,33.8,38.2,0,0,0,0.0,Neutral,Moderate,Medium
I have got to retrieve my user profile password,Account & Authentication,recover_password,Basic,website,16.6,31.4,0,0,0,0.0,Neutral,Minor,Low
check invoice from last purchase,Billing & Payments,check_invoice,Pro,website,15.4,8.6,1,0,0,0.0,Neutral,Minor,Medium
i do not know how to unsubscribe to ur corporate newslegter,Subscription & Account Management,newsletter_subscription,Basic,website,44.5,3.5,1,0,0,0.0,Frustrated,Minor,Medium
correcting infornation on account,Account & Authentication,edit_account,Basic,website,36.1,11.9,0,0,0,0.0,Neutral,Minor,Medium
where to ask for reimbursements of money ?,Returns & Refunds,get_refund,Enterprise,website,-2.6,10.6,1,0,0,0.0,Frustrated,Moderate,High
i do not know what to do to file a complaint,Complaints & Escalations,complaint,Pro,email,-0.6,24.6,1,0,0,0.0,Frustrated,Minor,Medium
i need help to look for the bills from,Billing & Payments,check_invoice,Basic,zendesk,15.7,32.3,0,0,0,0.0,Neutral,Minor,Medium
I don't know what I need to do to check the early exit fee,Returns & Refunds,check_cancellation_fee,Pro,zendesk,17.3,6.7,0,0,0,0.0,Neutral,Minor,Medium
cancel premium account,Account & Authentication,delete_account,Pro,email,-6.0,30.0,0,0,0,0.0,Frustrated,Moderate,High
I try to inform of an issue with online payments,Billing & Payments,payment_issue,Pro,email,10.2,13.8,1,0,0,0.0,Frustrated,Moderate,High
help me order some of your product,Orders & Shipping,place_order,Free,email,-11.3,83.3,0,0,0,0.0,Frustrated,Moderate,High
can i chat with a person,General Inquiries,contact_human_agent,Free,email,61.4,10.6,0,0,0,0.0,Neutral,Minor,Medium
I try to inform of registration issues,Account & Authentication,registration_problems,Basic,salesforce,17.4,30.6,0,0,0,0.0,Neutral,Minor,Medium
what do I have to do to file a customer complaint?,Complaints & Escalations,complaint,Basic,freshdesk,-7.8,55.8,0,0,0,0.0,Neutral,Moderate,Medium
i need help to create a platinum account,Account & Authentication,create_account,Free,email,21.0,51.0,0,0,0,0.0,Neutral,Minor,Medium
can you help me calling customer service?,General Inquiries,contact_customer_service,Free,zendesk,-2.5,74.5,0,0,0,0.0,Neutral,Minor,Medium
i do not know what to do to get invoice #85632,Billing & Payments,get_invoice,Enterprise,freshdesk,-2.2,10.2,0,0,0,0.0,Frustrated,Moderate,High
help leaving a comment about your services,Customer Feedback,review,Free,zendesk,-23.6,95.6,0,0,0,0.0,Neutral,Minor,High
i want help canceling purchase,Orders & Shipping,cancel_order,Pro,zendesk,7.3,16.7,0,0,0,0.0,Frustrated,Moderate,High
"I do not need the account, can I cancel it?",Account & Authentication,delete_account,Free,zendesk,63.2,8.8,0,0,0,0.0,Neutral,Minor,Low
update info on gold account,Account & Authentication,edit_account,Basic,freshdesk,5.2,42.8,1,0,0,0.0,Neutral,Minor,Low
how can I check the termination charge?,Returns & Refunds,check_cancellation_fee,Basic,website,48.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
I cannot create a freemium accounmt for my daughter,Account & Authentication,create_account,Free,zendesk,31.1,40.9,0,0,0,0.0,Frustrated,Moderate,Medium
can youshow me what hours I can contact customer support?,General Inquiries,contact_customer_service,Basic,zendesk,-12.0,60.0,0,0,0,0.0,Neutral,Minor,Low
can you help me earning several products?,Orders & Shipping,place_order,Basic,salesforce,12.6,35.4,0,0,0,0.0,Neutral,Moderate,Medium
locating order,Orders & Shipping,track_order,Free,zendesk,26.2,45.8,1,0,0,0.0,Neutral,Minor,Medium
I want assistance to see your allowed payment modalties,Billing & Payments,check_payment_methods,Free,zendesk,-19.2,91.2,0,0,0,0.0,Neutral,Minor,Low
i do not know how to open a standard account,Account & Authentication,create_account,Free,freshdesk,72.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
assistance to ujnsubscribe to ur newsletter,Subscription & Account Management,newsletter_subscription,Free,email,38.7,33.3,0,0,0,0.0,Neutral,Minor,Medium
want help to switch several items of purchase,Orders & Shipping,change_order,Basic,salesforce,22.4,25.6,0,0,0,0.0,Neutral,Moderate,Medium
I'd like to see ur money back guarantee how to do it,Returns & Refunds,check_refund_policy,Free,website,4.0,68.0,0,0,0,0.0,Neutral,Minor,Medium
where can I list your available payment modalities?,Billing & Payments,check_payment_methods,Basic,website,48.0,0.0,1,0,0,0.0,Neutral,Minor,Low
i want assistance to see how soon can i expect the item,Orders & Shipping,delivery_period,Free,website,42.9,29.1,0,0,0,0.0,Neutral,Minor,Medium
"I don't have a account, help me opening one",Account & Authentication,create_account,Pro,freshdesk,-13.0,37.0,0,0,0,0.0,Neutral,Minor,Medium
help me contact customer assistance,General Inquiries,contact_customer_service,Pro,website,24.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
register,Account & Authentication,create_account,Pro,zendesk,12.1,11.9,2,0,0,0.0,Neutral,Minor,Medium
I have problems with account removal,Account & Authentication,delete_account,Free,website,72.0,0.0,0,0,0,0.0,Frustrated,Moderate,Medium
i dont know how i could inform of a problem with a sign-up,Account & Authentication,registration_problems,Free,email,-53.7,125.7,0,0,0,0.0,Frustrated,Moderate,High
"I don't understand you, help talking to a goddamn person",General Inquiries,contact_human_agent,Basic,freshdesk,45.5,2.5,0,0,0,0.0,Frustrated,Moderate,Medium
could uhelp me to write a goddamn opinion about a product,Customer Feedback,review,Free,email,67.4,4.6,0,0,0,0.0,Frustrated,Minor,Medium
I am trying to talk with customer support,General Inquiries,contact_customer_service,Pro,freshdesk,4.2,19.8,0,0,0,0.0,Neutral,Minor,Medium
i expect a compensation of was it processed,Returns & Refunds,track_refund,Pro,salesforce,3.8,20.2,1,0,0,0.0,Frustrated,Moderate,Medium
I do not know what to do to see the cancellation charges,Returns & Refunds,check_cancellation_fee,Pro,salesforce,20.5,3.5,1,0,0,0.0,Frustrated,Moderate,High
I'm waiting for an goddamn restitution of dollars,Returns & Refunds,track_refund,Free,email,19.1,52.9,0,0,0,0.0,Frustrated,Moderate,High
help seeing what hours I can contact customer assistance,General Inquiries,contact_customer_service,Free,website,-10.7,82.7,0,0,0,0.0,Neutral,Minor,Low
can you help me to earn several products?,Orders & Shipping,place_order,Basic,freshdesk,-3.1,51.1,0,0,0,0.0,Neutral,Moderate,Medium
can I cancel my subscription to your corporate newsletter?,Subscription & Account Management,newsletter_subscription,Pro,zendesk,24.0,0.0,0,1,0,0.0,Neutral,Minor,Low
can uhelp me unsubscribe to the company newsletter,Subscription & Account Management,newsletter_subscription,Free,website,27.8,44.2,0,0,0,0.0,Neutral,Minor,Low
I have got to receive the corporate newsletter,Subscription & Account Management,newsletter_subscription,Enterprise,zendesk,0.7,7.3,2,0,0,0.0,Neutral,Minor,Medium
i have to speak with a bloody human agent,General Inquiries,contact_human_agent,Free,freshdesk,-27.9,99.9,0,0,0,0.0,Frustrated,Moderate,High
help seeing how soon can I expect my product,Orders & Shipping,delivery_period,Enterprise,zendesk,0.5,7.5,1,0,0,0.0,Frustrated,Moderate,High
see at what time I can get in touch with customer support,General Inquiries,contact_customer_service,Pro,freshdesk,-15.1,39.1,0,0,0,0.0,Neutral,Minor,Low
how can i find information about editing order,Orders & Shipping,change_order,Free,freshdesk,2.6,69.4,0,0,0,0.0,Neutral,Minor,Low
I don't kmow how I can make a claim,Complaints & Escalations,complaint,Enterprise,website,3.9,4.1,0,0,0,0.0,Neutral,Minor,Medium
i have to contact customer assistance how to do it,General Inquiries,contact_customer_service,Basic,website,48.0,0.0,0,0,0,0.0,Neutral,Minor,Low
can you help me give a quick look at bill #00108?,Billing & Payments,check_invoice,Basic,salesforce,33.6,14.4,0,0,0,0.0,Neutral,Minor,Low
wqnna notify of an error with payments,Billing & Payments,payment_issue,Basic,website,-3.8,51.8,0,0,0,0.0,Frustrated,Moderate,High
there are problems trying to update my shipping address,Orders & Shipping,change_shipping_address,Basic,website,15.8,32.2,0,0,0,0.0,Frustrated,Minor,Medium
need to receive the damn newsletter will uhelp me,Subscription & Account Management,newsletter_subscription,Pro,freshdesk,-9.2,33.2,0,0,0,0.0,Frustrated,Moderate,High
need assistance with opening a account,Account & Authentication,create_account,Basic,salesforce,-5.5,53.5,0,0,0,0.0,Neutral,Minor,Medium
can i check i which situations can i ask to be reimbursed,Returns & Refunds,check_refund_policy,Free,zendesk,35.5,36.5,0,0,0,0.0,Neutral,Minor,Medium
want assistance updating the address,Orders & Shipping,change_shipping_address,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
"I have to subscribe to the newsletter, I need help",Subscription & Account Management,newsletter_subscription,Free,website,68.4,3.6,0,0,0,0.0,Neutral,Minor,Low
where to subscribe to the newsletter ?,Subscription & Account Management,newsletter_subscription,Pro,zendesk,11.0,13.0,2,0,0,0.0,Neutral,Minor,Low
can you help me check the status of my compensation?,Returns & Refunds,track_refund,Basic,website,39.8,8.2,0,0,0,0.0,Neutral,Minor,Medium
need help to see ur available payment methods,Billing & Payments,check_payment_methods,Enterprise,zendesk,4.4,3.6,0,0,0,0.0,Neutral,Minor,Medium
i dont know what i need to do to make a claim,Complaints & Escalations,complaint,Free,zendesk,11.0,61.0,1,0,0,0.0,Frustrated,Moderate,Medium
how do I check when my package is going to arrive?,Orders & Shipping,delivery_period,Basic,zendesk,-8.7,56.7,0,0,0,0.0,Neutral,Minor,Low
new bloody account for father,Account & Authentication,create_account,Free,website,24.7,47.3,0,0,0,0.0,Neutral,Minor,Medium
I do not know how to open a account for my daughter,Account & Authentication,create_account,Basic,salesforce,42.1,5.9,0,0,0,0.0,Neutral,Minor,Medium
I'd like to talk to an operatro,General Inquiries,contact_human_agent,Pro,email,12.2,11.8,1,0,0,0.0,Neutral,Minor,Medium
canya help me canceling my subscription to the newsletter,Subscription & Account Management,newsletter_subscription,Free,freshdesk,11.1,60.9,0,0,0,0.0,Neutral,Minor,Low
where can i leave my feedback about ur products,Customer Feedback,review,Basic,email,20.9,27.1,1,0,0,0.0,Neutral,Minor,Medium
I do not know what I have to do to make a customer lcaim,Complaints & Escalations,complaint,Pro,email,17.1,6.9,1,0,0,0.0,Frustrated,Moderate,Medium
I have to notify of issues with a signup,Account & Authentication,registration_problems,Pro,email,20.9,3.1,0,0,0,0.0,Frustrated,Moderate,High
I have errors setting up my new delivery address,Orders & Shipping,set_up_shipping_address,Free,email,52.1,19.9,0,0,0,0.0,Frustrated,Moderate,Medium
"I have to correct my personal data, how do I do it?",Account & Authentication,edit_account,Basic,website,32.2,15.8,0,0,0,0.0,Neutral,Minor,Low
assistance seeing the early termination charges,Returns & Refunds,check_cancellation_fee,Free,website,-1.4,73.4,0,0,0,0.0,Frustrated,Moderate,High
can you tell me more about correcting my delivery address?,Orders & Shipping,change_shipping_address,Free,website,32.0,40.0,1,0,0,0.0,Neutral,Minor,Low
I want help to make a customer complaint,Complaints & Escalations,complaint,Basic,zendesk,48.0,0.0,0,0,0,0.0,Frustrated,Moderate,Medium
i do not know how to leave a review about ur services,Customer Feedback,review,Free,website,5.3,66.7,0,0,0,0.0,Neutral,Minor,Low
I'm dissatisfied with ur services help to file a reclamation,Complaints & Escalations,complaint,Free,website,8.1,63.9,0,0,0,0.0,Frustrated,Moderate,High
see my restitution current status,Returns & Refunds,track_refund,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
where to inform of a sign-up problem?,Account & Authentication,registration_problems,Free,email,-3.8,75.8,0,0,0,0.0,Frustrated,Moderate,High
where to see the damn termination charges?,Returns & Refunds,check_cancellation_fee,Free,zendesk,56.1,15.9,1,0,0,0.0,Frustrated,Moderate,High
help to leave a comment for your services,Customer Feedback,review,Pro,website,22.2,1.8,0,0,0,0.0,Neutral,Minor,Low
"I have to send my feedback about your company, help me",Customer Feedback,review,Pro,email,24.0,0.0,1,0,0,0.0,Neutral,Minor,Low
"I can't pay, assistance reporting troubles with payment",Billing & Payments,payment_issue,Basic,zendesk,10.3,37.7,0,0,0,0.0,Frustrated,Moderate,High
assistance to request a reimbursement of my money,Returns & Refunds,get_refund,Basic,email,48.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
i try to open a standard account,Account & Authentication,create_account,Basic,website,48.0,0.0,0,0,0,0.0,Neutral,Minor,Low
what do I need todo to speak with somebody?,General Inquiries,contact_human_agent,Enterprise,freshdesk,2.4,5.6,0,0,0,0.0,Neutral,Minor,Medium
I don't know how to call bloody customer support,General Inquiries,contact_customer_service,Basic,website,18.0,30.0,0,0,0,0.0,Frustrated,Minor,Medium
need help seeing at what time I can call customer assistance,General Inquiries,contact_customer_service,Pro,email,11.7,12.3,0,0,0,0.0,Neutral,Minor,Medium
i want assistance deleting the account,Account & Authentication,delete_account,Pro,zendesk,-15.4,39.4,0,0,0,0.0,Frustrated,Moderate,High
i want help reporting an issue with online payments,Billing & Payments,payment_issue,Free,email,14.6,57.4,0,0,0,0.0,Frustrated,Moderate,High
where can I report problems with payments?,Billing & Payments,payment_issue,Basic,website,13.8,34.2,0,0,0,0.0,Neutral,Minor,Medium
how do I order an article?,Orders & Shipping,place_order,Basic,email,-26.6,74.6,0,0,0,0.0,Neutral,Minor,Low
"I have to order some of your article, how can I do it?",Orders & Shipping,place_order,Basic,zendesk,18.8,29.2,0,0,0,0.0,Neutral,Minor,Medium
I don't know what I have to do to remove a account,Account & Authentication,delete_account,Free,salesforce,-51.2,123.2,0,0,0,0.0,Frustrated,Moderate,High
"I need to earn some articles, how can I do it?",Orders & Shipping,place_order,Basic,salesforce,-33.2,81.2,0,0,0,0.0,Neutral,Minor,Medium
lodging claim,Complaints & Escalations,complaint,Pro,website,-0.9,24.9,0,0,0,0.0,Frustrated,Moderate,High
i do not know what to do to modify the user info,Account & Authentication,edit_account,Free,email,6.1,65.9,0,0,0,0.0,Neutral,Minor,Medium
I cannot receive your corporate newsletter,Subscription & Account Management,newsletter_subscription,Basic,zendesk,48.0,0.0,1,0,0,0.0,Frustrated,Moderate,Medium
I have got to check in which cases can I ask for refunds,Returns & Refunds,check_refund_policy,Free,email,11.5,60.5,0,0,0,0.0,Neutral,Minor,Low
see invoices from,Billing & Payments,check_invoice,Free,zendesk,4.7,67.3,0,0,0,0.0,Neutral,Minor,Low
I don't know what to do to chat with an assistant,General Inquiries,contact_human_agent,Basic,salesforce,40.5,7.5,1,0,0,0.0,Neutral,Minor,Medium
I don'tknow what to do to check your payment options,Billing & Payments,check_payment_methods,Free,freshdesk,6.9,65.1,0,0,0,0.0,Neutral,Minor,Low
where to cancel the subscription to your newsletter?,Subscription & Account Management,newsletter_subscription,Enterprise,website,6.5,1.5,0,0,0,0.0,Neutral,Minor,Medium
how to submit the secondary delivery address?,Orders & Shipping,set_up_shipping_address,Free,website,-7.4,79.4,0,0,0,0.0,Neutral,Minor,Low
assistance lodging a reclamation against your organization,Complaints & Escalations,complaint,Free,email,-22.0,94.0,0,0,0,0.0,Frustrated,Moderate,High
wanna send some fedeback for ur services i need help,Customer Feedback,review,Basic,salesforce,12.1,35.9,0,0,0,0.0,Neutral,Minor,Low
"I need to subscribe to the company newsletter, how to do it?",Subscription & Account Management,newsletter_subscription,Pro,website,1.1,22.9,1,0,0,0.0,Neutral,Minor,Low
ohw to cancel order,Orders & Shipping,cancel_order,Free,zendesk,44.5,27.5,0,0,0,0.0,Neutral,Minor,Medium
help me to file a claim,Complaints & Escalations,complaint,Basic,zendesk,39.6,8.4,0,0,0,0.0,Frustrated,Moderate,Medium
